Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","484","Mexico","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","t","2584143.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","16421.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","2577010.05","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","21261.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","t","3681061.47","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01656","Cloves (whole stems), raw","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01656","Cloves (whole stems), raw","2021","2021","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01656","Cloves (whole stems), raw","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01656","Cloves (whole stems), raw","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","502.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01640","Cocoa beans","2020","2020","t","29428.77","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","541","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01640","Cocoa beans","2021","2021","t","28105.84","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","540.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01640","Cocoa beans","2022","2022","t","28119.83","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","556.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01640","Cocoa beans","2023","2023","t","29047.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01460","Coconuts, in shell","2020","2020","kg/ha","8658.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01460","Coconuts, in shell","2020","2020","t","1074400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01460","Coconuts, in shell","2021","2021","kg/ha","8659.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01460","Coconuts, in shell","2021","2021","t","1074400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01460","Coconuts, in shell","2022","2022","kg/ha","8974.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01460","Coconuts, in shell","2022","2022","t","1120000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","9129.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01460","Coconuts, in shell","2023","2023","t","1144984.97","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","276","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2020","2020","t","175554.62","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","271.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2021","2021","t","174341.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","291","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2022","2022","t","188689.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","297.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2023","2023","t","194916.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01232","Cucumbers and gherkins","2020","2020","kg/ha","73682.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","1159933.69","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01232","Cucumbers and gherkins","2021","2021","kg/ha","57396.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01232","Cucumbers and gherkins","2021","2021","t","1038998.86","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01232","Cucumbers and gherkins","2022","2022","kg/ha","54805.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","1028567.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01232","Cucumbers and gherkins","2023","2023","kg/ha","54053.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01232","Cucumbers and gherkins","2023","2023","t","1036716.82","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01314","Dates","2020","2020","kg/ha","6592.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01314","Dates","2020","2020","t","19863.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01314","Dates","2021","2021","kg/ha","6635.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01314","Dates","2021","2021","t","19244","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01314","Dates","2022","2022","kg/ha","7924.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01314","Dates","2022","2022","t","19465.02","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01314","Dates","2023","2023","kg/ha","6998.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01314","Dates","2023","2023","t","16962.18","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","kg/ha","27644","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","229453.59","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","kg/ha","28106.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","t","236016.43","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","kg/ha","28174.9","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","t","236568.77","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","kg/ha","28181.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","t","240563.69","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01233","Eggplants (aubergines)","2020","2020","kg/ha","66668.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","112195.23","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01233","Eggplants (aubergines)","2021","2021","kg/ha","78589.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01233","Eggplants (aubergines)","2021","2021","t","125531.05","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01233","Eggplants (aubergines)","2022","2022","kg/ha","57040.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01233","Eggplants (aubergines)","2022","2022","t","107050.69","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01233","Eggplants (aubergines)","2023","2023","kg/ha","52889","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01233","Eggplants (aubergines)","2023","2023","t","90457.19","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01315","Figs","2020","2020","kg/ha","6517.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01315","Figs","2020","2020","t","12009.74","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01315","Figs","2021","2021","kg/ha","6577","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01315","Figs","2021","2021","t","11896.31","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01315","Figs","2022","2022","kg/ha","6733.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01315","Figs","2022","2022","t","11504.98","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01315","Figs","2023","2023","kg/ha","6489.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01315","Figs","2023","2023","t","12489.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01657","Ginger, raw","2020","2020","kg/ha","9039.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01657","Ginger, raw","2020","2020","t","4404.71","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01657","Ginger, raw","2021","2021","kg/ha","9301.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01657","Ginger, raw","2021","2021","t","4444.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01657","Ginger, raw","2022","2022","kg/ha","10362.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01657","Ginger, raw","2022","2022","t","3017.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01657","Ginger, raw","2023","2023","kg/ha","11366.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01657","Ginger, raw","2023","2023","t","2705.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01330","Grapes","2020","2020","kg/ha","13800.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01330","Grapes","2020","2020","t","453520.13","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01330","Grapes","2021","2021","kg/ha","14128.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01330","Grapes","2021","2021","t","433984.79","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01330","Grapes","2022","2022","kg/ha","14611.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01330","Grapes","2022","2022","t","459092.35","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01330","Grapes","2023","2023","kg/ha","13502.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01330","Grapes","2023","2023","t","481128.87","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.01","Green corn (maize)","2020","2020","kg/ha","14598.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.01","Green corn (maize)","2020","2020","t","1012442.05","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.01","Green corn (maize)","2021","2021","kg/ha","15365.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.01","Green corn (maize)","2021","2021","t","1059259.87","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.01","Green corn (maize)","2022","2022","kg/ha","15551.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.01","Green corn (maize)","2022","2022","t","1118759.08","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.01","Green corn (maize)","2023","2023","kg/ha","15253.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.01","Green corn (maize)","2023","2023","t","1147581","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01252","Green garlic","2020","2020","kg/ha","12780.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01252","Green garlic","2020","2020","t","86688.13","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01252","Green garlic","2021","2021","kg/ha","12667.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01252","Green garlic","2021","2021","t","89791.65","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01252","Green garlic","2022","2022","kg/ha","12872.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01252","Green garlic","2022","2022","t","94428.47","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01252","Green garlic","2023","2023","kg/ha","12777.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01252","Green garlic","2023","2023","t","110110.14","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","kg/ha","1698.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","101251.07","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","kg/ha","1701.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0142","Groundnuts, excluding shelled","2021","2021","t","102778.84","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","kg/ha","1760.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","86165.09","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","1998.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0142","Groundnuts, excluding shelled","2023","2023","t","91208.62","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2020","2020","kg/ha","475.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2020","2020","t","145.7","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2021","2021","kg/ha","479","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2021","2021","t","147.17","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2022","2022","kg/ha","476.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2022","2022","t","145.77","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2023","2023","kg/ha","470.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2023","2023","t","144.36","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2020","2020","kg/ha","17051.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2020","2020","t","13173.56","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2021","2021","kg/ha","16798.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2021","2021","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2022","2022","kg/ha","16878.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2022","2022","t","14718.42","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","16945.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2023","2023","t","13927.19","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","15356.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2020","2020","t","2879023.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","15253.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2021","2021","t","2983802.19","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","15413.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2022","2022","t","3110321.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","15418.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2023","2023","t","3249216.79","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2020","2020","kg/ha","1085.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2020","2020","t","10089.58","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2021","2021","kg/ha","1116","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2021","2021","t","10113.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2022","2022","kg/ha","1483.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2022","2022","t","11018.65","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","1119","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2023","2023","t","8408.25","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2020","2020","kg/ha","24329","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2020","2020","t","541804.38","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2021","2021","kg/ha","23783.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2021","2021","t","509084.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","24590.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2022","2022","t","569809.71","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","24206.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2023","2023","t","552940.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2020","2020","kg/ha","782.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2020","2020","t","6.42","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2021","2021","kg/ha","771.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2021","2021","t","6.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2022","2022","kg/ha","727","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2022","2022","t","7.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2023","2023","kg/ha","819.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2023","2023","t","15.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2020","2020","kg/ha","3901.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2020","2020","t","332.64","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2021","2021","kg/ha","3919.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2021","2021","t","311.93","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2022","2022","kg/ha","4208.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2022","2022","t","427.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2023","2023","kg/ha","3184.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2023","2023","t","248.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3832.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2020","2020","t","27424527.55","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","3852.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2021","2021","t","27503477.82","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","3899.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2022","2022","t","26553239.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","4280.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2023","2023","t","27549917.53","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","11108.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","2373111.22","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","11324.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01316","Mangoes, guavas and mangosteens","2021","2021","t","2441495.85","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","11228.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01316","Mangoes, guavas and mangosteens","2022","2022","t","2497207.93","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","11448.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01316","Mangoes, guavas and mangosteens","2023","2023","t","2706107.45","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01449.01","Melonseed","2020","2020","kg/ha","384.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01449.01","Melonseed","2020","2020","t","9.43","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01449.01","Melonseed","2021","2021","kg/ha","390.5","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01449.01","Melonseed","2021","2021","t","9.61","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01449.01","Melonseed","2022","2022","kg/ha","390.5","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01449.01","Melonseed","2022","2022","t","9.62","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01449.01","Melonseed","2023","2023","kg/ha","391.9","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01449.01","Melonseed","2023","2023","t","9.63","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0118","Millet","2020","2020","kg/ha","14646.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0118","Millet","2020","2020","t","279.02","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0118","Millet","2021","2021","kg/ha","14765","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0118","Millet","2021","2021","t","275.81","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0118","Millet","2022","2022","kg/ha","13428.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0118","Millet","2022","2022","t","94","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0118","Millet","2023","2023","kg/ha","12758.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0118","Millet","2023","2023","t","89.31","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01442","Mustard seed","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01442","Mustard seed","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01442","Mustard seed","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01442","Mustard seed","2023","2023","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01950.01","Natural rubber in primary forms","2020","2020","kg/ha","2806.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01950.01","Natural rubber in primary forms","2020","2020","t","92710.52","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01950.01","Natural rubber in primary forms","2021","2021","kg/ha","2890.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01950.01","Natural rubber in primary forms","2021","2021","t","95797.53","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01950.01","Natural rubber in primary forms","2022","2022","kg/ha","3229","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01950.01","Natural rubber in primary forms","2022","2022","t","89323.36","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01950.01","Natural rubber in primary forms","2023","2023","kg/ha","3215.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01950.01","Natural rubber in primary forms","2023","2023","t","90713.36","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0117","Oats","2020","2020","kg/ha","2248.9","A","Official figure",""
